iso3,country_name,year,inmigrants,emigrants,net_migration,region4,region6,income_groups,g77_ocde,un_state,landlocked,latitude,longitude,religion
BOL,Bolivia,2000,92658,344713,-252055,americas,america,lower_middle_income,g77,TRUE,landlocked,-17,-65,christian
BOL,Bolivia,2005,107745,543783,-436038,americas,america,lower_middle_income,g77,TRUE,landlocked,-17,-65,christian
BOL,Bolivia,2010,122846,780095,-657249,americas,america,lower_middle_income,g77,TRUE,landlocked,-17,-65,christian
BOL,Bolivia,2015,142989,825826,-682837,americas,america,lower_middle_income,g77,TRUE,landlocked,-17,-65,christian
BOL,Bolivia,2019,156114,878211,-722097,americas,america,lower_middle_income,g77,TRUE,landlocked,-17,-65,christian
BRA,Brazil,1990,798517,500392,298125,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRA,Brazil,1995,741557,751469,-9912,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRA,Brazil,2000,684596,970453,-285857,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRA,Brazil,2005,638582,1220052,-581470,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRA,Brazil,2010,592568,1518343,-925775,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRA,Brazil,2015,716568,1530784,-814216,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRA,Brazil,2019,807006,1745339,-938333,americas,america,upper_middle_income,g77,TRUE,coastline,-10,-55,christian
BRB,Barbados,1990,24024,84931,-60907,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRB,Barbados,1995,26224,89921,-63697,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRB,Barbados,2000,28424,95453,-67029,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRB,Barbados,2005,30624,93504,-62880,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRB,Barbados,2010,32825,96348,-63523,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRB,Barbados,2015,34475,103661,-69186,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRB,Barbados,2019,34807,112925,-78118,americas,america,high_income,g77,TRUE,coastline,13.16667,-59.53333,christian
BRN,Brunei,1990,73200,26323,46877,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BRN,Brunei,1995,84748,35052,49696,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BRN,Brunei,2000,96296,45242,51054,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BRN,Brunei,2005,98441,45284,53157,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BRN,Brunei,2010,100587,43871,56716,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BRN,Brunei,2015,102733,45647,57086,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BRN,Brunei,2019,110641,46977,63664,asia,east_asia_pacific,high_income,g77,TRUE,coastline,4.5,114.66667,muslim
BTN,Bhutan,1990,23807,28465,-4658,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BTN,Bhutan,1995,27972,117971,-89999,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BTN,Bhutan,2000,32137,120187,-88050,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BTN,Bhutan,2005,40279,118031,-77752,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BTN,Bhutan,2010,48420,86154,-37734,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BTN,Bhutan,2015,51106,47982,3124,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BTN,Bhutan,2019,53254,49216,4038,asia,south_asia,lower_middle_income,g77,TRUE,landlocked,27.5,90.5,eastern_religions
BWA,Botswana,1990,27510,26053,1457,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
BWA,Botswana,1995,40168,23320,16848,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
BWA,Botswana,2000,74934,26688,48246,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
BWA,Botswana,2005,84614,33296,51318,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
BWA,Botswana,2010,94614,46832,47782,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
BWA,Botswana,2015,103268,77442,25826,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
BWA,Botswana,2019,110596,86501,24095,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,landlocked,-22,24,christian
